Row Labels,Accommodation,Accounting & tax services,Advertising & market research,Agriculture,Air transport,Animal feeds,Aquaculture,Architectural services etc,Auxiliary financial services,Bakery & farinaceous,Beer & malt,Building & landscape services,Business support services,Cement lime & plaster,Cleaning & toilet preparations,Coal & lignite,"Coke, petroleum & petrochemicals",Computer services,"Computers, electronics & opticals",Construction,Creative services,Cultural services,"Dairy products, oils & fats processing",Education,Electrical equipment,Electricity,Employment services,Fabricated metal,Film video & TV etc; broadcasting,Financial services,Fish & fruit processing,Fishing,Food & beverage services,Forestry harvesting,Forestry planting,Furniture,Gambling,Gas etc,"Glass, clay & stone etc",Grain milling & starch,Head office & consulting services,Health,Households as employers,Imputed rent,Information services,"Inorganic chemicals, dyestuffs & agro-chemicals",Insurance & pensions,Iron & Steel,Leather goods,Legal activities,Machinery & equipment,Meat processing,Membership organisations,Mining Support,Motor Vehicles,"Oil & gas extraction, metal ores & other",Other chemicals,Other food,Other land transport,Other manu-facturing,Other metals & casting,Other personal services,Other professional services,Other transport equipment,"Paints, varnishes and inks etc",Paper & paper products,Pharma-ceuticals,Post & courier,Printing and recording,Public administration & defence,Publishing services,Rail transport,Real estate - fee or contract,Real estate - own,Rental and leasing services,Repair & maintenance,Repairs - personal and household,Research & development,Residential care and social work,Retail - excl vehicles,Rubber & Plastic,Security & investigation,Soft Drinks,Spirits & wines,Sports & recreation,Support services for transport,Telecommunications,Textiles,Tobacco,Travel & related services,Veterinary services,"Waste, remediation & management",Water and sewerage,Water transport,Wearing apparel,Wholesale - excl vehicles,Wholesale & Retail - vehicles,Wood and wood products
"Dairy products, oils & fats processing",7.630802984,0.557705552,0.942101736,0.671942796,1.185742577,17.55252301,0.587947695,0.598030781,0.846105446,36.44763932,1.157601989,0.986269551,0.917591171,0.357750362,4.37721857,0.258737354,1.065972153,0.730029393,0.58652049,0.335045355,3.356652789,0.833133688,1057.263773,1.326821503,0.280035994,0.253304871,2.015597028,0.263735785,0.921800294,0.803296824,10.42982627,0.581311243,6.074863,0.353462004,0.220648141,0.244274754,1.285084318,0.256562871,0.421938365,12.85738825,0.805183864,1.692438853,0,0.039571614,0.397518111,0.226503071,0.470822982,0.616318882,0.91942338,0.573733319,0.347671449,4.019771681,1.296921282,0.27661273,0.32734596,0.310549926,1.481153712,20.98950824,0.53928204,0.227379261,0.228244849,0.295732751,0.718587178,0.234941402,1.124624068,0.302089915,0.959824191,1.3824828,0.262726236,0.387157516,0.443149519,0.487478695,0.566494645,0.111636255,0.232269535,0.435474385,0.584512774,0.397773524,2.827056969,2.915098533,0.281230754,0.526232184,6.183053998,0.950539026,0.919234565,0.921312398,0.27089552,0.295465686,0,0.749481369,1.296038949,0.32446668,0.200339729,0.841707941,0.319761099,1.742982446,0.461128015,0.345705945
Education,3.254943445,27.04625436,16.81374959,1.271855913,9.087544557,1.170364869,1.129558104,13.66414346,4.827292509,2.638876313,3.204346078,4.385640954,5.167642316,1.811733134,2.062690977,2.080776945,1.993920453,6.97305408,5.076147391,2.79837454,3.365866032,2.601208462,1.496524266,1024.966849,2.051000493,2.911661513,5.268408749,3.290537575,4.769313241,11.08550055,1.184458443,1.064960528,3.458793149,1.875655836,1.504896573,2.292959908,3.961884461,1.88562498,1.751066846,1.791510724,5.83661922,5.216942876,0,0.452169475,7.046943432,2.780055475,6.281635819,1.593279906,3.110163194,8.991455518,3.924231348,1.146717135,7.787418896,0.990351882,1.928907703,1.439544395,3.19823104,2.836506941,3.428551722,2.092625845,1.142793339,6.958642091,4.100741961,3.034396654,2.489281533,2.0839871,2.427732392,6.52748245,2.29852752,21.72982934,1.477160183,4.715456785,4.189206607,3.075952282,2.238892253,3.280203291,4.488037512,21.43515604,2.437943116,2.35808273,1.928642811,4.351155586,3.409101825,3.129574387,3.373881972,5.446192464,6.513575183,2.0922323,0,13.49712729,6.745529143,3.865925818,1.766679694,3.681953066,2.507146442,3.789331743,2.012574729,1.896721938
Electrical equipment,0.360597725,0.327138749,0.87309288,0.724745298,0.862074195,0.780428523,1.685992351,0.63370956,0.726570176,0.74359573,1.966210421,0.421527408,0.317512796,0.936010772,0.990913823,2.900206056,0.762891961,1.985943725,16.36524045,3.559405553,0.922687019,0.96424854,0.881763778,0.474356843,1013.004276,6.986418189,0.462230679,1.859235979,0.839618235,0.59720321,1.282437661,4.616684464,0.425042406,1.017508472,0.730907132,0.915920331,0.553920569,0.778268507,1.089213224,0.791985404,0.333814992,0.583587742,0,0.235719214,1.152334875,0.724148431,0.515155807,1.766830485,0.768035168,0.461455659,6.93527003,0.819473475,0.471841908,0.498660194,5.269048078,1.094791362,0.929571263,0.708413188,2.069540907,5.132912616,1.505443208,0.744024975,0.408342369,4.295957474,1.011690624,0.992806229,0.4242994,0.679634784,0.617491698,1.120092871,0.468344654,1.01694377,0.400023009,0.666359682,2.435054264,9.989802155,8.155890428,0.524194279,0.591758618,0.627906172,1.372495136,0.940571311,1.500890633,0.924073281,1.533505103,0.74961227,2.568734286,0.66416544,0,0.981399245,0.695732976,1.546114641,0.421222252,0.752463415,0.485336333,0.967945213,1.527065375,1.648828788
Electricity,10.76296075,8.237282967,10.14528487,16.32759495,10.17413575,25.65735192,83.20187707,9.706427365,14.11383621,24.02519909,21.78767963,9.662386093,5.405187634,34.09118938,9.744104906,118.0718896,22.94845444,10.03005262,11.26579749,11.95158341,11.15005794,20.89958184,18.66696958,11.1753733,24.36842629,1473.314406,6.192523217,35.1778918,4.932992894,8.522967574,24.63117957,44.0673538,10.95605447,21.59094009,15.62577726,19.02050575,5.191886169,42.29084609,42.6475023,20.13093327,4.779568928,11.63770951,0,10.33724117,10.41002096,50.30614187,6.479529425,46.32998519,26.94117778,6.416792612,37.00834342,26.975394,6.500283185,5.739093041,12.47106159,42.17588965,30.44951696,13.98376431,10.12811273,13.91453738,34.46061067,16.8983492,4.987533661,27.62119521,11.58633196,60.2416608,18.75188259,8.538218059,18.41273815,13.02227601,8.265797998,25.78257554,4.12621662,3.976800443,12.66981224,14.67873671,8.817858486,5.610983049,7.84740568,11.82093102,21.7996755,4.392100992,13.0192323,19.40116966,19.27294325,6.618812663,8.616618627,23.14112729,0,15.14731764,10.81238096,9.376621914,9.910626677,5.730292576,13.16740484,12.02393747,8.311030597,27.14572023
Employment services,6.509786337,4.906498849,10.74861547,2.120608231,7.653730331,2.839282067,2.968701972,14.20372227,7.759249999,7.8588753,4.344674761,12.50526377,12.01592059,2.467689807,2.444865163,3.806874544,1.807230419,30.21571721,8.025474711,7.208489101,9.053389011,10.68770341,5.919262545,2.68188461,3.041188092,9.004772952,1081.767222,3.988767012,6.165103027,10.74866535,12.09783554,14.113405,6.57003903,5.983420379,10.80244637,2.446502755,4.329567999,7.087390395,2.4370088,2.508068445,26.73952119,6.584737698,0,0.690604162,30.39816911,2.701973889,10.52677716,3.00711966,3.684189064,7.721114999,4.370229898,9.563687234,6.405235723,1.726540367,2.990764801,2.699049808,3.091855592,5.941018896,9.180717962,2.967124059,2.112949777,11.81518506,8.201193879,7.159036903,2.671294255,3.012406407,3.806122938,7.235386781,3.494495668,5.905334977,5.893598678,6.872671908,11.97629334,4.155325679,8.86625524,61.87352837,27.35946843,17.4784944,8.094754933,5.395128377,2.333412255,17.90955551,3.599647664,4.040846747,54.10051922,9.571658477,4.929249898,2.425326222,0,15.04770222,3.749734345,15.16123542,11.91870269,6.024934054,2.573635657,11.93587827,3.130635754,3.597222617
Fabricated metal,3.834253877,1.057415645,2.876011454,5.703414667,2.840405366,17.3844602,9.167273335,2.024102563,1.914077531,9.227938123,118.8227973,2.721972127,1.072521855,7.278412085,28.04733669,51.95557181,6.01555721,2.638457269,32.8812444,28.61201229,3.100441712,3.52791682,9.75171581,1.865322868,42.61380072,9.1946854,1.713579099,1092.754974,1.462264555,1.788451039,11.78125515,12.75622685,5.098992502,9.746701857,2.92353733,17.70619528,1.900352747,3.760881532,14.0913223,3.34394694,0.936954569,1.991990159,0,1.373345528,1.696645741,2.129708825,2.08590362,55.14308984,15.37946224,1.197601372,66.52327736,6.938755795,1.366221437,10.71123062,58.77348224,5.077371378,9.303291545,12.15628648,3.429285994,17.50030761,55.48125463,1.431431654,1.076669443,61.987241,16.97627643,3.718375237,4.948912161,1.760625976,3.509280898,7.701291193,2.288716832,5.778547004,1.035768192,4.693435419,2.337807727,33.00346067,14.66600353,1.16932755,1.025837744,3.109787763,31.50678538,1.442848212,67.4078393,17.99374305,3.683958592,3.103460665,3.706031361,9.380479233,0,3.648789046,1.96289786,5.921587037,1.884802314,4.080810065,4.267977006,4.177614647,5.324291449,23.69319255
Film video & TV etc; broadcasting,0.462637765,0.043541492,0.366600986,0.015693658,0.080404192,0.080338579,0.012003778,0.08014885,0.038594808,0.039054912,0.062100708,0.02665245,0.056844114,0.022105516,0.075167562,0.017725636,0.012315655,0.097638203,0.030329942,0.025938133,1.132988924,1.18680975,0.026853011,0.070454474,0.020310492,0.020349243,0.065125417,0.019824501,1006.789263,0.072543581,0.044608695,0.011103198,0.084841372,0.029974751,0.051352429,0.029505139,0.257032042,0.017862306,0.023398294,0.094167879,0.088434251,0.037093282,0,0.007051295,0.177381806,0.013173688,0.088668403,0.012975883,0.089320079,0.043005404,0.031809563,0.025823602,0.450386042,0.006010003,0.019228078,0.016607414,0.029103321,0.07697728,0.049552426,0.036727146,0.00883106,0.068037662,0.047876705,0.027541244,0.049666178,0.026094089,0.064615369,0.040310868,0.157562414,0.250142192,0.41392782,0.035497317,0.03520019,0.033255896,0.082448556,0.033641977,0.070110977,0.018824977,0.109699212,0.041240804,0.025659379,0.038769887,0.126769211,0.08363781,1.148897943,0.034611456,0.036463785,0.037926595,0,0.09612397,0.013543888,0.064461238,0.01243547,0.035212091,0.022572455,0.039504824,0.039919635,0.023856667
Financial services,6.962762349,6.613610481,5.747528568,6.431946386,11.64545168,7.148388133,3.788958506,6.88356616,8.292604786,7.511720744,10.23054977,6.130861158,4.99541933,8.56042817,5.699168859,5.241244055,3.800827927,6.017740039,5.231582082,6.437795108,6.697620095,4.278664248,5.975874932,1.237606998,5.938740685,11.86330672,4.659865138,11.98511451,3.220925875,1015.496858,7.825436849,6.361183462,9.597216417,7.630514996,5.771937795,12.33163629,6.498721338,6.987649975,6.704761414,6.291854127,4.574789535,4.88577681,0,17.39074193,6.038789401,7.835936135,12.32811596,6.806365329,7.745785479,5.806215247,7.984409176,6.657012193,2.473983078,6.216060844,6.022196984,11.50848689,9.447638364,8.37898767,9.508206039,7.565503087,5.828894515,6.827585098,4.802398296,11.43875418,6.422165328,11.67867513,7.736428867,6.465253003,4.80265515,8.416916189,3.442638997,6.089722319,60.07692307,13.12794439,6.875366105,8.584098289,5.564540992,1.560126832,1.612202785,9.003340794,6.394873828,3.536748315,7.36127189,14.43141424,4.677299103,12.6672139,5.978676047,7.032471912,0,23.19294656,3.041546633,11.29388421,2.942804171,6.967769909,4.034537329,14.94589905,7.009390644,9.478864147
Fish & fruit processing,5.572334321,0.26151536,0.751787853,0.641122077,0.75932909,11.8512967,1.313042423,0.388469396,0.189082289,10.99049125,0.830542654,0.515800273,0.508159979,0.25443556,0.191682825,0.190287364,0.247653702,0.473767151,0.387422479,0.209071614,2.590554636,0.818881864,0.722037696,0.790277218,0.266130968,0.158706914,0.594600844,0.169077976,0.852587733,0.470535192,1025.60197,0.330571804,4.686241599,0.229857445,0.165542838,0.157956667,1.20470064,0.173052697,0.571465507,6.861085765,0.402886359,0.853840814,0,0.025698237,0.331116707,0.141938145,0.30430214,0.458851129,0.612569277,0.37832805,0.221790055,1.790590258,0.767305268,0.102163895,0.193975109,0.244314088,0.345925487,4.817484795,0.442712182,0.152219455,0.140848978,0.12787703,0.378547716,0.150123875,0.206752751,0.210135173,0.264146706,0.708199957,0.191593124,0.528392516,0.304109689,0.375813125,0.119212919,0.080882835,0.186421264,0.241616684,0.338246465,0.309476152,1.45329647,2.506345201,0.179233079,0.288058596,9.409894124,2.584014905,0.741257529,0.890349066,0.173291152,0.176464186,0,1.025055268,0.563233377,0.231936369,0.114956658,0.800459265,0.22137609,1.44562266,0.329212101,0.224029097
Fishing,1.455863271,0.033428233,0.084893906,0.076636761,0.094911508,1.11194884,0.149885641,0.045447365,0.029444624,1.031620487,0.101954467,0.059070731,0.053394693,0.329360394,0.031016762,0.036631973,0.043024565,0.051780444,0.071577216,0.078861771,0.253678543,0.085511699,0.08879081,0.079488232,0.042164004,0.025165206,0.064614562,0.034887125,0.085968924,0.0562381,94.85968724,1000.049645,1.297317745,0.05183138,0.027105592,0.030798153,0.124283047,0.029330821,0.222517141,0.651882728,0.044212644,0.089484435,0,0.006303728,0.036772066,0.112030836,0.049575141,0.067439204,0.07605106,0.043152985,0.040853706,0.187486602,0.083161958,0.019452639,0.042675196,0.408418048,0.052219636,0.463204389,0.055085732,0.079122427,0.03522995,0.019121145,0.042952114,0.029373992,0.055163856,0.048144979,0.033319657,0.078264785,0.039858899,0.063726047,0.041917307,0.05651449,0.015152346,0.019797063,0.026875237,0.042012486,0.04462755,0.031905376,0.164100137,0.26688544,0.030922037,0.035048524,0.889967522,0.256774674,0.081115776,0.107833553,0.030286537,0.034791986,0,0.137515473,0.059090667,0.040421024,0.016919418,1.135693354,0.044244751,0.153537624,0.046685034,0.042583302
Food & beverage services,2.209500508,2.598364467,2.628549744,1.049970376,5.237057933,1.228090013,1.441050228,1.805493539,1.629417366,1.691614426,1.108993474,1.757805144,1.828940991,0.983328345,0.557685919,1.611563447,0.632117659,1.283652908,7.508537661,1.662869031,1.824282271,1.559541744,0.895731918,1.057939162,0.880770413,1.089661901,0.560846212,0.430338689,1.023983652,2.287554463,0.719104062,0.626222731,1002.642123,0.854280384,1.242021156,1.009035428,2.957595919,0.724906202,0.78754413,1.170076467,1.035579308,2.024259407,0,0.207431962,1.491544275,0.688922066,2.685853398,0.984128313,1.493573085,1.624716809,1.509957354,1.813134042,3.038418842,0.705493812,0.913000992,1.014617426,0.988585383,2.090009426,0.894975674,0.922314926,0.693608994,1.156188664,1.192371248,1.406491985,0.760127813,0.887991943,0.516908561,2.144738912,0.844529583,2.907661701,0.768630008,2.069384625,0.626800173,1.133252525,0.521239713,0.916577807,1.478323988,0.492769531,9.032839027,3.647440982,0.834335987,0.593869495,0.884576913,1.087746296,1.154986205,1.532385416,1.676732709,0.844192733,0,2.185806375,1.000432844,1.830696169,0.484053056,1.938524058,1.032786086,1.521041537,0.917069411,1.236300041
Forestry harvesting,0.315212163,0.21235188,0.4556075,0.352105903,0.175747329,0.38161126,0.275855608,0.228587451,0.287190318,0.723167759,0.732076535,0.872796858,0.147502979,1.377353006,0.755110683,0.621888171,0.286825224,0.205246173,0.330883457,3.945768984,0.807663706,0.404358837,0.498141838,0.296504476,0.568540387,0.682875987,0.264674359,0.758012661,0.2658306,0.232692623,0.71552994,0.818487968,0.289829886,1000.496553,0.897355727,13.88149497,0.573879746,0.241683742,0.435267769,1.230755636,0.166053804,0.213313006,0,0.200568096,0.137619472,0.13183258,0.407089195,0.288229107,0.520438373,0.28598984,0.487057237,0.625730154,0.345050286,0.12263861,0.658553879,0.362697491,0.413929309,0.654317956,0.211004084,0.865958556,0.179025751,0.155973166,0.14158949,0.974136355,0.60756791,13.32660405,0.267416135,0.180070599,2.634155401,0.335532467,1.168141514,0.405916197,0.317871711,0.540936956,0.228658413,0.396429118,0.175394522,0.10237561,0.161000421,0.338851639,0.728623788,0.129601647,1.051796189,0.617685767,0.375216181,0.365797114,0.279753966,0.43535004,0,0.409322215,0.216663221,0.452591113,0.16118045,0.17904682,0.265642879,0.40431183,0.231789015,152.1108712
Forestry planting,0.198192856,0.162385574,0.293712982,0.188758372,0.166734003,0.224131578,0.220179469,0.20059016,0.187795733,0.336712594,0.365969626,0.419285923,0.128388316,0.624675073,0.345076937,0.349321312,0.149392663,0.141784895,0.188656894,1.771871094,0.452313041,0.239562002,0.258630797,0.149960743,0.257160972,0.304362534,0.201598247,0.345270806,0.286103933,0.20198834,0.350065754,0.360982027,0.180879639,378.5160957,1000.517557,5.318939099,0.432465272,0.153093308,0.23598357,0.555829666,0.118253127,0.136771906,0,0.130655719,0.113342249,0.114353814,0.288183292,0.170590222,0.311314034,0.171207879,0.236303179,0.302183631,0.529913219,0.073982122,0.291621014,0.277894936,0.217066509,0.306507906,0.172130902,0.376480835,0.111827731,0.114871507,0.136299327,0.429806237,0.287509774,5.133308388,0.137409946,0.153035512,1.072281168,0.213287061,0.498314893,0.207562275,0.2148122,0.359612926,0.161770297,0.209872129,0.116236367,0.061988844,0.180099932,0.246141615,0.321644621,0.099365576,0.468443555,0.321359449,0.462455097,0.230648222,0.208807066,0.218924718,0,0.380273948,0.135569621,0.305747179,0.101457814,0.135186426,0.154983346,0.338320003,0.168256492,57.61644625
Furniture,0.249197272,0.338761639,0.333738733,0.104190614,0.104998959,0.131563193,0.143826839,0.387374048,0.236846279,0.116616741,0.431630117,0.30488014,0.413071465,0.226121744,0.187065572,0.288308538,0.18763397,0.335688759,0.312335413,0.460399114,0.528111462,0.403004128,0.129375565,0.751930911,0.264015641,0.219754816,0.412107532,0.321722001,0.266315258,0.178739164,0.148184923,0.254844526,0.230463659,0.483617277,1.032930688,1007.007726,0.283401433,0.168857879,0.26891979,0.088497794,0.19583613,0.30411027,0,0.029357359,0.108402009,0.067765553,0.17111715,0.254394062,0.130150012,0.75539985,0.384798116,0.115713988,0.377572093,0.061720177,1.330153522,0.140649566,0.345152724,0.124467911,0.27189229,0.218119109,0.183144797,0.164329154,0.20564064,0.477580731,0.170845504,0.152226562,0.190548752,0.128055532,0.110656595,0.993417771,0.083600453,0.154503179,0.07322368,0.184450129,0.539600012,0.415502749,0.15219834,0.127905108,0.425321054,0.267849771,0.361536748,0.29210919,0.30133684,0.158731376,0.496681598,0.225030412,0.112566068,0.213441215,0,0.163833199,0.387470416,0.203776025,0.047173303,0.168737914,0.199464789,0.221594527,0.430969463,0.85977866
Gambling,5.851377583,0.688119291,1.691847882,0.55222253,1.524449328,0.495951711,0.256297873,0.981793439,1.141423045,0.40124898,0.802782237,1.117658111,1.264997272,0.290868898,0.232321104,0.328718925,0.164863846,0.883788843,0.562441937,0.741609745,12.79842916,1.218421015,0.343114229,0.29569265,0.265446737,0.457807653,0.750325668,0.271268193,2.011586959,9.374227155,0.331426605,0.242936467,0.671426696,0.771958787,1.343650296,0.356562377,1089.624746,0.354717557,0.295891632,0.47709899,1.157371078,0.340986638,0,0.261790036,1.118865922,0.29663074,1.474150233,0.269633325,0.300972018,0.579051016,0.399775906,0.377082145,50.90402735,0.193992313,0.404859903,0.408064566,0.401595724,0.433740595,0.845479643,0.397600578,0.20746449,0.695611605,1.702788773,0.703424308,0.406623069,0.395391416,0.337746924,0.823664177,0.571282029,0.551182293,0.547652388,0.582314632,0.958647052,0.54137483,0.514570981,0.637953219,0.647827248,0.526325627,0.565568154,0.626519961,0.239647321,1.885428406,0.510315424,0.93614763,36.3913731,1.010212595,0.81240012,0.314937641,0,1.987190222,0.401131262,0.638228428,0.16950721,0.698816175,0.255899762,0.737207474,0.581835437,0.370397811
Gas etc,1.741787989,0.898650541,1.62167558,0.95407658,1.351373105,3.191314005,7.664784025,1.537882472,1.365290128,4.217170043,4.28487405,0.832874077,0.655089121,5.574746315,1.135065006,6.762533527,2.469754398,0.918655135,1.212112554,1.734949403,0.928900318,3.449691624,4.718255329,2.396393223,2.045329861,45.11520011,0.964521409,4.726172812,0.440571714,1.087814897,2.765256087,1.854494259,1.790999392,3.878067926,0.899374202,2.060233197,0.726821664,1045.422972,10.25578597,3.388508627,0.598767777,2.088362828,0,0.439430977,0.734936742,9.207364723,0.91385837,6.65552262,3.834310798,0.913279476,3.361068087,3.359851686,1.020557775,1.60343528,1.497681314,3.29711796,6.719535115,3.872278694,1.324624158,1.480095074,4.795429382,1.311068103,0.534647272,3.575413203,1.526829539,6.096191878,2.026853045,0.977909546,1.821789203,2.18384525,0.90557557,2.339661864,0.365709443,0.599961979,1.731274851,2.361389702,1.087364675,0.925296787,1.889575815,1.231581745,2.217949899,0.570076895,1.470064274,4.051960337,3.060482269,0.881290546,1.017796721,4.022400172,0,1.347917566,1.449145164,0.814928167,0.856455266,1.020153089,1.924747363,1.334722552,1.329631348,3.119562985
"Glass, clay & stone etc",1.12666416,0.256366086,0.439818796,1.404785754,1.102554745,0.574541463,0.735263151,0.292055023,0.237971271,0.540928983,22.32525865,0.998808352,0.199580829,3.107061886,3.874735652,0.982746578,0.700656973,0.394228284,3.078831148,13.04707723,2.135836475,1.184026646,1.402481659,0.925653731,3.117298346,0.407483305,0.384239125,2.129708513,0.677837356,0.399114267,4.614810504,0.75820777,1.644664283,0.784070992,0.629252555,0.856517366,0.950308612,0.648903074,1028.043967,0.639104889,0.188603778,0.446390566,0,0.560540796,0.31315176,0.357237121,0.558939398,5.885916258,0.551086288,0.240231638,0.86377725,0.800669402,0.863805161,0.32018333,4.750214845,1.837693145,1.085992902,2.145845306,0.914481534,0.575747518,0.771907938,0.376242558,0.23971626,2.613220387,0.751620062,0.467875473,0.743497937,0.431000508,0.393462063,0.896428115,0.3110541,2.473357587,0.228064072,1.616167159,0.347806403,1.658622121,0.954156171,0.164711348,0.349066882,1.014449885,7.648681733,0.228106584,6.668763327,15.6154927,0.743509045,1.176956893,0.932417794,0.372556967,0,0.9897315,0.663340948,1.714295074,0.572786788,0.543481536,0.386883751,2.120502883,1.66459153,4.306505136
Grain milling & starch,0.189220901,0.006856332,0.011055567,0.077397766,0.01108155,2.924094706,0.126630583,0.006421107,0.007606919,3.214831473,1.053150172,0.008440547,0.005899575,0.018818855,0.014577344,0.015432101,0.015723253,0.007207463,0.027413225,0.018910721,0.060208321,0.011314046,0.113417174,0.019364126,0.014888586,0.007987149,0.009837197,0.016305887,0.015696535,0.007749583,0.269152417,0.019462067,0.172497236,0.021431266,0.01109326,0.014727267,0.025720112,0.010384195,0.015792481,1001.07504,0.005298654,0.021462906,0,0.001816566,0.005119771,0.011888455,0.008161738,0.028056454,0.083602441,0.006120941,0.017055106,0.532228811,0.013023197,0.004464445,0.020691107,0.016027831,0.015329,0.360233131,0.011347686,0.012349223,0.015137653,0.005426558,0.0053247,0.011695845,0.015110893,0.21538186,0.046205536,0.007967473,0.026198079,0.009774093,0.015629463,0.016006027,0.002922967,0.005799492,0.008379653,0.016286441,0.01084248,0.005504908,0.033040471,0.053069818,0.012980429,0.006688993,0.043402999,1.041437897,0.022839938,0.009451082,0.008230971,0.016124793,0,0.015496095,0.007810477,0.014910218,0.003822216,0.008631388,0.02084287,0.054554221,0.011714513,0.019004802
Head office & consulting services,2.369527749,3.513666081,24.22411026,0.826369489,4.980694604,1.70488537,0.769290463,6.28369326,2.969280786,1.299127444,15.15163521,8.075637194,18.12410885,1.647065841,10.52019818,1.27905696,0.860524284,7.555958093,1.503655792,3.219201529,6.126442165,5.990869246,1.096940031,1.111651999,1.04202992,1.447348255,18.03283046,1.60702767,4.848168648,18.3658399,1.400119305,1.008253352,3.679648615,3.351404639,1.084797402,2.397760984,4.448369564,1.360409486,1.616441985,2.196270482,1047.488449,1.075417767,0,0.533335514,7.576851168,0.929770918,6.296201122,0.956762657,3.820443253,3.964624622,1.898277389,1.791702924,2.061809229,0.400070676,5.358678456,1.152046165,2.174137583,1.704769636,2.647820612,3.203841333,0.665206814,4.402289232,6.345901931,2.088161064,2.977232465,1.674574279,3.05958878,2.758973078,2.814288159,3.157822238,3.550843516,2.551656027,2.671053873,2.364601628,3.50826653,2.905926899,4.310362707,1.939789638,1.384097418,7.690969058,1.564558885,8.401288987,7.608904412,9.273284172,8.876975272,4.197761509,2.148118287,2.917521325,0,8.615440755,1.296076884,3.284413591,0.935251045,2.776096431,1.878152607,3.365025469,3.744938091,2.310953548
Health,1.621806779,3.910163478,3.538736277,0.852494078,2.725161889,1.805172528,7.244027987,1.834087182,2.866251363,1.289000065,0.904609628,3.53627282,1.423559226,0.823014571,1.106429754,0.686685677,0.811252347,1.757676254,2.346686611,1.420596147,2.104071886,0.740482336,0.915147759,1.232119397,1.330361008,1.608487035,2.166461038,1.184022927,2.636039519,2.761402188,2.762952846,4.728511967,2.152985324,0.68637169,0.476902444,1.32659156,5.448125044,1.442334418,1.067342808,0.968713816,0.852550421,1008.793914,0,0.156693608,1.566506205,1.779049314,5.532625876,0.889796526,0.538576224,4.218041403,1.859486047,1.201405894,3.306633886,0.495214686,1.127453815,0.50693149,2.046441059,1.896045508,1.70559327,1.225724938,0.657117619,9.052465837,1.232224667,1.337255233,1.746757474,1.187554958,1.893425277,2.500381223,1.09089847,1.530914731,0.473930557,1.793590261,1.743343397,0.361319829,1.324713413,1.57701548,1.73924247,2.700212596,2.115236003,0.995698959,1.2286406,1.214611913,1.494173824,0.951342113,1.922550822,1.184225429,2.020572525,0.539945856,0,1.377988817,40.81357683,3.998366177,0.856174147,1.755829386,1.734290825,2.681733723,1.71357644,0.925003069
Households as employers,0.001156417,0.001792675,0.002172258,0.001724185,0.002826441,0.003406745,0.001753751,0.001506185,0.001529109,0.003526978,0.003658668,0.001459986,0.000938876,0.005528292,0.001646971,0.012867537,0.001149567,0.001575934,0.003150465,0.010982186,0.00130384,0.002276938,0.001882093,0.003219632,0.002355442,0.002009428,0.001774454,0.004769901,0.001028618,0.002844316,0.002905731,0.001120081,0.001775606,0.006007675,0.00406089,0.004888344,0.001103673,0.001751679,0.003663816,0.00165435,0.000945881,0.00340173,1000,0.000652226,0.00142287,0.002607629,0.003907745,0.004757438,0.004195614,0.002026227,0.004394334,0.003278274,0.001474192,0.004668713,0.002130261,0.007846993,0.003049455,0.003093795,0.007770549,0.00325143,0.002499453,0.003724993,0.000900568,0.003008957,0.002512285,0.003278502,0.001325743,0.002498906,0.004830373,0.002491224,0.00240681,0.028753891,0.001179288,0.002013752,0.008464659,0.006111559,0.002094788,0.001048435,0.000960224,0.004144756,0.002914825,0.000972382,0.004946665,0.003362352,0.002686097,0.005398979,0.00231713,0.0020273,0,0.0130671,0.002652323,0.019660836,0.001123067,0.002218334,0.002527173,0.005105295,0.004268476,0.005020968
Imputed rent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Information services,0.736049701,0.919502182,2.78696082,0.821332446,2.208081832,0.659613492,0.252028318,1.577473838,1.803822183,0.501857673,1.335947327,1.495888317,2.014823233,0.308463413,0.382237195,0.288201723,0.186390573,1.458521833,0.655276566,0.510631866,21.14494784,1.237258287,0.478911691,0.319992956,0.302582861,0.557227834,1.187866086,0.231189596,0.877159493,1.821792971,0.449369185,0.2842913,0.798850619,0.473751745,0.277972683,0.337926689,0.938824907,0.388007627,0.343187357,0.634641302,2.712999876,0.42092684,0,0.080793339,1001.886582,0.302533069,2.150035369,0.304471799,0.328403518,0.833686352,0.48378786,0.50788254,1.0368867,0.173941509,0.640060822,0.453186978,0.472241619,0.481507418,1.198764111,0.506186256,0.225489204,0.994738518,1.49420104,0.941205022,0.564986785,0.443184046,0.443212793,1.100546554,0.870276392,0.427833346,0.971308977,0.719135358,0.834307562,0.358850568,0.732654146,1.034776422,1.080904368,0.866579364,0.321249607,0.750176475,0.268173317,3.205999595,0.773438564,1.421035636,1.340146262,1.393780279,0.953875593,0.369881878,0,1.624364898,0.640767419,0.546791342,0.175603387,0.908767712,0.334259705,0.933608656,0.87055879,0.341943051
