Row Labels,Accommodation,Accounting & tax services,Advertising & market research,Agriculture,Air transport,Animal feeds,Aquaculture,Architectural services etc,Auxiliary financial services,Bakery & farinaceous,Beer & malt,Building & landscape services,Business support services,Cement lime & plaster,Cleaning & toilet preparations,Coal & lignite,"Coke, petroleum & petrochemicals",Computer services,"Computers, electronics & opticals",Construction,Creative services,Cultural services,"Dairy products, oils & fats processing",Education,Electrical equipment,Electricity,Employment services,Fabricated metal,Film video & TV etc; broadcasting,Financial services,Fish & fruit processing,Fishing,Food & beverage services,Forestry harvesting,Forestry planting,Furniture,Gambling,Gas etc,"Glass, clay & stone etc",Grain milling & starch,Head office & consulting services,Health,Households as employers,Imputed rent,Information services,"Inorganic chemicals, dyestuffs & agro-chemicals",Insurance & pensions,Iron & Steel,Leather goods,Legal activities,Machinery & equipment,Meat processing,Membership organisations,Mining Support,Motor Vehicles,"Oil & gas extraction, metal ores & other",Other chemicals,Other food,Other land transport,Other manu-facturing,Other metals & casting,Other personal services,Other professional services,Other transport equipment,"Paints, varnishes and inks etc",Paper & paper products,Pharma-ceuticals,Post & courier,Printing and recording,Public administration & defence,Publishing services,Rail transport,Real estate - fee or contract,Real estate - own,Rental and leasing services,Repair & maintenance,Repairs - personal and household,Research & development,Residential care and social work,Retail - excl vehicles,Rubber & Plastic,Security & investigation,Soft Drinks,Spirits & wines,Sports & recreation,Support services for transport,Telecommunications,Textiles,Tobacco,Travel & related services,Veterinary services,"Waste, remediation & management",Water and sewerage,Water transport,Wearing apparel,Wholesale - excl vehicles,Wholesale & Retail - vehicles,Wood and wood products
Post & courier,5.594276632,17.23326244,12.00971806,3.530826172,7.251718051,4.521110824,2.079821653,11.26250728,57.831967,2.829163672,10.17029401,4.609084971,3.811156272,7.094780881,6.606611671,3.189256414,2.635173354,7.440528141,2.322787212,3.362324211,3.225516252,3.198284709,3.201399372,2.375843715,2.125274429,3.842755426,6.920341339,4.902311702,3.765413458,80.12154182,3.195569475,1.871837242,6.089296724,3.733358158,1.926790626,3.518705956,5.507241592,1.452938756,2.96440231,4.0633152,5.718245469,3.805384191,0,1.718231174,4.468584726,2.938264167,31.36376177,3.879089042,3.33663487,21.74882406,2.981542176,3.312843447,5.815491443,1.604613303,2.939421299,3.120469459,3.598471384,12.42858287,5.898280004,1.86698898,2.844442317,17.54254702,3.252961436,3.402369081,2.695459572,7.982206301,11.3319102,1028.543058,2.85039095,11.51198832,2.107855374,3.440298433,13.06782431,2.694611584,5.76624585,3.345437154,3.788548488,3.042530811,3.216490077,4.722518182,2.742894859,3.170185195,10.95528945,10.64429653,3.902562974,4.49422708,7.259093542,2.811165859,0,5.929568296,2.897315583,3.697407687,1.440363417,3.99854373,2.441372331,14.67522898,4.885721807,4.209540295
Printing and recording,1.597623362,2.815215624,5.27939149,1.766022748,2.586191836,1.924409621,1.224797245,3.207166692,6.875159564,4.677872183,3.117828561,2.770971809,2.138025355,1.845700861,4.11350081,1.774553179,1.401822428,3.003539902,1.813267283,1.626701236,3.30279523,7.143019068,3.228037939,4.683349525,2.181265722,1.739735323,3.060530698,2.310943336,3.497880121,9.052124653,3.512044173,1.062651556,1.762441345,1.940257268,2.564950034,1.993805141,2.000457971,1.300372118,4.155126727,6.459820632,2.486893778,4.008599256,0,0.455091095,2.388399241,0.90365061,9.968601423,1.137444787,2.859967901,7.81210088,2.612167695,2.605370991,4.01746037,0.310132714,2.062592695,1.168340232,3.705854051,3.283501039,2.414991384,2.43104334,0.786376866,2.156820518,3.096321634,2.329482015,1.94534285,19.45977686,3.375354938,1.693411348,1052.390089,7.061438769,62.53667597,2.098877812,1.805882956,1.546719212,1.693567243,2.868168988,3.395659474,1.023471703,2.24329084,1.769589256,3.736149578,3.002269998,3.431506588,3.774285101,9.116823134,5.229388055,2.922989132,2.663350769,0,16.3299609,2.292164484,2.59842088,0.702447374,2.290399517,2.395533892,5.101470612,3.063677896,2.489815834
Public administration & defence,1.924175531,2.202225938,2.388007911,1.324456056,4.550212699,3.351802557,1.532992076,66.57780413,1.555566038,3.378374854,6.554412745,3.232409081,3.494228394,1.818627174,3.543973252,3.339488439,1.096860777,2.352160158,2.568561138,5.994238324,1.611059884,2.024808593,1.44980173,0.807594782,1.8358336,1.831351444,4.114042794,4.981265011,1.400590249,3.352368428,1.882169186,1.031495581,2.372111246,14.65291247,21.88647017,2.841760601,1.979379611,1.164958249,2.031621771,2.544103174,4.403199948,2.025402362,0,0.680594059,2.779355386,3.005062917,2.70057057,2.203022321,3.926687266,1.596533124,3.818154861,2.017542337,2.345404899,0.779923937,2.53720001,3.219890654,3.671321896,2.602660828,14.10277494,1.701985201,1.655154073,2.527651359,2.450553244,3.399610524,2.671857794,2.628987666,3.98166828,3.825842806,2.218409275,1003.138347,1.180275291,4.181044644,3.148167975,29.12770031,2.366282757,3.964877521,1.975298949,4.048563446,0.597030471,3.340747618,2.440459154,2.588242271,2.454535871,6.486176694,1.984470039,1.952646528,1.90175207,3.022775556,0,3.669601436,1.162530727,3.99464416,1.067820925,1.946145964,1.698068704,3.865091733,1.996768074,5.102418836
Publishing services,1.734561013,2.603985216,6.916762943,0.939808994,3.239925557,4.119607161,0.675874852,4.045561088,4.658027127,2.573854166,3.708387364,0.983632891,2.752615391,1.420561483,3.754684472,1.446612662,0.82151372,4.511722191,1.439672806,1.255189512,3.43805038,5.181351948,1.615173584,1.902262222,1.51702394,1.608443497,1.276595501,1.607786065,1.616514701,4.229983094,2.466737476,0.59701657,2.15130057,2.457392473,1.388386495,1.937449851,1.74253191,1.41072727,1.894835631,4.439714607,4.247531018,0.892938524,0,0.321248867,3.909105683,1.606779663,4.170876612,0.981852504,4.70948914,5.76975239,2.370814598,1.648600568,2.999471822,0.280391866,1.424124828,1.050493642,2.538092279,4.114878994,2.140603175,2.125066564,0.702181755,1.788397869,2.327140211,1.990933107,2.916750535,3.134192657,4.076810469,2.111879918,10.13565041,2.261735315,1036.084449,1.875117695,2.177974985,0.944623002,3.68169918,1.98450705,2.604308805,0.7617217,1.157416295,2.082913485,1.78026107,2.137903167,6.068810038,4.419075596,6.653472921,3.008975715,1.628838372,2.359257728,0,3.673930283,1.306061184,1.630208704,1.265003467,1.655385207,1.782216715,2.488583809,2.671616557,1.634083163
Rail transport,0.90657361,1.204237437,1.78083791,0.988644817,1.422826677,0.425792048,0.474458114,1.112914893,1.904552032,0.648861744,3.322825414,0.669305746,0.532295395,2.829134868,0.688143385,2.179886064,0.905334092,0.493967945,0.40419183,1.167811226,0.561898529,2.707962001,1.242193565,3.561135067,0.963991931,0.423733564,0.594797073,1.550611773,0.395384654,1.772320691,0.449169213,0.452452598,0.981188026,20.0450773,2.906430317,1.086342177,0.760060389,0.366437116,1.38744982,1.888620399,0.378366662,4.287449942,0,0.175846515,0.285832114,1.821527559,6.722708215,0.435208333,2.049023262,0.868964025,1.260526741,0.82220784,0.95188964,1.17091533,1.234265221,4.58885775,2.158100146,1.027626262,1.272828103,1.162612556,0.308122019,1.006996912,0.32359177,1.360051833,0.973516495,1.13099543,0.526835882,10.09055579,1.407203046,6.663573393,1.401114863,1005.319904,0.795099355,0.692357036,2.138023808,1.442880012,0.756104549,1.02765497,0.712149732,0.674027803,0.746616292,0.586151594,0.577870439,3.458800271,4.177013226,4.33689036,0.812367647,0.874189524,0,13.39909246,1.384742885,1.085655918,0.324958161,1.616175945,1.254069254,2.145032047,1.135406596,3.40641215
Real estate - fee or contract,0.479596348,0.513136748,1.653608033,1.703243787,0.76451959,0.224618303,0.189284438,1.623447074,0.561468033,0.163115487,0.20555289,4.414306862,1.059949315,0.126554233,0.123582915,0.136784827,0.071541251,0.65703264,0.138491807,1.138307487,1.199913722,1.081170708,0.642327726,0.214921366,0.097332271,0.155077075,2.277471083,0.168448515,1.66179349,6.051104901,0.257814694,0.219644001,0.742091067,3.258041219,8.252936641,0.195270175,1.782316422,0.149640886,0.103188709,0.4129058,0.893879414,0.238564545,0,1.252617206,1.087393378,0.108627614,5.182867207,0.110663627,0.231550049,0.876360415,0.136759108,0.601981473,1.597062683,0.091695872,0.100279609,0.150899667,0.1317085,0.361235199,0.229130902,0.121477103,0.082816347,2.50246099,1.193501971,0.184347541,0.108368295,0.182542314,0.124364073,0.37773308,0.140660576,0.341779153,0.124753638,0.721451593,1030.525537,0.58657666,0.541325858,0.267048688,0.187421396,0.426838586,0.10554276,0.54565894,0.111010682,0.960176871,0.161943985,0.222640266,1.138596995,0.235721538,0.282891997,0.108422834,0,0.915621258,0.129275112,0.425786364,0.107202802,0.206977615,0.09737922,0.36726464,0.15669784,0.618342918
Real estate - own,4.616664014,5.884318485,6.768384634,5.186975099,12.29243137,2.991196258,7.949196755,4.823687453,2.740923672,5.092516077,5.406873287,4.912583905,1.708554748,3.950383927,2.410302589,2.732347634,2.377312807,5.484979109,4.998499703,6.827802127,5.777574698,5.534981607,4.069224838,3.049599503,4.597130033,2.336201248,2.913366943,8.231332944,2.576502556,23.88823742,4.29208175,2.01579774,10.83929716,3.460098463,2.210595731,5.652214316,3.272873808,7.457670521,3.508842645,3.319044916,2.749552124,7.715431784,0,1.258011835,3.942837048,3.702150517,25.70241138,3.821361644,10.83786335,5.758561229,4.035808974,4.366836106,1.803020382,0.98338265,3.75378214,4.396656945,3.765233489,4.70822592,10.3855575,4.951000547,2.811460943,6.877074309,2.674465828,4.434760534,3.481095057,4.830660657,1.996071351,4.174387145,9.35241272,14.80835686,4.997777445,3.576058414,5.588088478,1005.717179,2.83095031,4.996722615,5.17323239,3.336273049,2.866006459,40.35314714,3.572038644,2.187142424,4.306144647,4.479571677,8.398373405,6.04851336,14.12658726,3.792583844,0,21.29893071,1.633246044,8.287931093,3.393952639,5.992387872,5.521623958,36.2675678,3.809489329,6.326819204
Rental and leasing services,0.97726329,1.596440589,1.998295906,1.53586305,2.275459063,3.636032331,1.347099255,1.445794217,1.613440804,3.607730303,3.744256866,1.421474246,1.122971484,5.945948786,1.691888864,14.36685903,1.123591722,1.567290974,3.201523955,12.00078468,1.076245627,2.243234735,1.822028786,3.422808683,2.303059239,2.143122262,2.125608441,4.734321896,1.02828647,1.343104309,2.98984465,1.175030051,1.160038615,6.552268977,4.473380449,5.080686762,1.031049482,1.413679371,3.873615506,1.617155421,1.072333678,3.257910168,0,0.658616133,1.50848489,2.664775775,2.362995177,5.089293554,3.869930897,1.877822345,4.669122012,3.391779716,1.579718822,5.221659985,2.126030944,8.535686816,3.168690521,3.148254723,7.996753168,3.293153947,2.611102659,3.730980468,0.955738534,3.104919289,2.581640792,3.331380737,1.366134507,2.564576959,4.709820817,1.652662659,2.341726961,32.2871957,0.957041709,1.890937392,1009.412571,6.75298537,2.084040471,1.035528069,0.895298974,1.351656579,3.019615348,1.032935833,5.269485755,3.476136082,2.618720039,5.678856275,1.511446234,1.999230966,0,13.17449805,2.905033389,21.69682888,1.057783027,2.08000548,2.41888854,2.81169815,4.56114985,5.180924939
Repair & maintenance,1.076378094,0.795445624,1.847579732,2.921965751,4.92888448,3.478308498,12.60866245,1.484673221,1.547923742,3.492657619,10.4112119,1.262153495,0.689055883,4.045599017,5.66803404,22.30490787,5.053042259,3.871104221,13.62175907,11.37864806,2.335711034,7.155692076,3.929636088,0.673766277,16.65966363,5.034477688,1.016954059,9.027600534,1.056047985,1.188227809,6.209261595,21.99796562,1.304627682,6.344194241,4.568010813,3.309950478,1.338618137,2.113767658,5.034086968,5.439775652,0.688681387,1.733370471,0,0.58189124,1.883858125,4.023891936,1.17449692,8.249829554,3.297142062,0.79654641,21.83355178,3.495532317,1.04460491,5.064141264,14.95004834,5.698992492,4.314822421,3.170392799,3.021427673,13.27655915,7.457294204,1.053738376,0.701316822,39.00893369,7.495837302,3.931598932,1.953238256,1.179446232,2.053590617,2.530974506,1.80266119,3.64606623,0.736534917,1.920235448,1.747935647,1024.426017,9.904999048,0.691856441,0.658759037,1.30118143,8.948206594,0.679402664,8.756678041,6.074906018,3.086862232,3.221498836,4.966645346,3.04831791,0,3.832062024,4.539834016,1.936057982,2.046663632,5.639809122,1.40652777,2.359791782,3.871792141,14.41220273
Repairs - personal and household,0.432110728,0.319307341,0.469418406,0.142200796,0.820080817,0.12391817,0.138099226,0.880723579,0.991797648,0.106151808,0.198039582,1.094297131,0.259074737,0.133644387,0.126792687,0.163145004,0.102687295,0.438565932,0.178335309,0.156245224,0.188442271,0.741831614,0.137847073,0.784775662,0.162740786,0.097059768,0.265604698,0.132308938,0.136402309,0.675242767,0.144807227,0.101670279,0.143845508,0.191377351,0.15961494,0.11093701,0.358369249,0.078138587,0.133553283,0.128515053,0.347757204,1.058404008,0,0.042817166,0.382629519,0.105547761,0.378128602,0.160636531,0.132454494,0.211781427,0.164144487,0.134582533,0.280650433,0.04541889,0.175135911,0.146084391,0.208690654,0.1207624,0.564194253,0.120697264,0.112386252,0.303984168,0.196215858,0.207795788,0.130436775,0.128530939,0.087728373,0.248525535,0.201806385,3.09450909,0.165639821,0.159794636,0.345116737,0.151164489,0.185618756,0.183264393,1001.166005,0.122300375,0.392072643,0.254888952,0.098430349,0.206990803,0.138990897,0.15815454,1.168475146,0.273689172,0.118211027,0.110751278,0,0.979011948,0.125592519,1.829255846,0.074069276,0.361531741,0.189387508,0.453709969,0.137972384,0.161442921
Research & development,0.242115763,0.374038068,0.518594492,0.122473376,0.687395933,0.214229915,0.105773955,0.824873661,0.759294594,0.160385271,0.322039124,0.297476664,1.375133395,0.157844455,0.161150338,0.251800641,0.128052606,1.07474709,0.279848698,0.309206865,0.243592177,0.354156687,0.123587392,0.20829112,0.140542285,0.267183605,0.535640551,0.177797098,0.39845333,0.769352475,0.179657949,0.174327261,0.302268905,0.180976424,0.182222213,0.164024926,0.285510349,0.175189204,0.145070302,0.122353487,0.863187898,0.311036038,0,0.040377613,0.978442351,0.149855908,0.555355,0.160568998,0.194368224,0.326764876,0.204139985,0.143690126,0.298520083,0.116345781,0.174264958,0.199752542,0.217294728,0.214230328,0.425405387,0.18588914,0.106560007,0.410417594,0.8450746,0.411597992,0.207214037,0.162105088,0.169066006,0.518014933,0.200113083,0.423159986,0.15465318,0.504414852,0.365375555,0.212726386,0.391647096,0.343952949,0.450259613,1006.675737,0.132659677,0.275252598,0.118923672,0.310322558,0.198015389,0.255349795,0.521253001,0.29411562,0.402971567,0.131031844,0,1.046626834,0.157541375,0.527788648,0.196441917,0.407500642,0.139881517,0.402151657,0.343812801,0.182512581
